,model,year,transmission,mileage,fuelType,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
759, C Class,2017,Automatic,14843,Diesel,2.1,1,0,0,0,1,0,0,0,24880
760, C Class,2020,Semi-Auto,9,Diesel,2.0,0,0,0,1,1,0,0,0,35980
761, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,32480
762, C Class,2020,Manual,16,Petrol,1.6,0,1,0,0,0,0,0,1,22980
763, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,31980
764, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,31980
765, C Class,2019,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,31480
766, C Class,2019,Semi-Auto,16,Petrol,1.5,0,0,0,1,0,0,0,1,29980
767, C Class,2019,Semi-Auto,9,Diesel,2.0,0,0,0,1,1,0,0,0,35980
768, C Class,2019,Semi-Auto,9,Diesel,2.0,0,0,0,1,1,0,0,0,31980
769, C Class,2019,Semi-Auto,5428,Diesel,2.0,0,0,0,1,1,0,0,0,29980
770, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,33980
771, C Class,2020,Semi-Auto,9,Petrol,1.5,0,0,0,1,0,0,0,1,29980
772, C Class,2017,Semi-Auto,16624,Diesel,2.1,0,0,0,1,1,0,0,0,19980
773, C Class,2019,Semi-Auto,9,Diesel,2.0,0,0,0,1,1,0,0,0,33980
774, C Class,2019,Semi-Auto,9,Diesel,2.0,0,0,0,1,1,0,0,0,31980
775, C Class,2019,Semi-Auto,5866,Petrol,1.5,0,0,0,1,0,0,0,1,27500
776, C Class,2019,Semi-Auto,9180,Diesel,2.0,0,0,0,1,1,0,0,0,26000
777, C Class,2019,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,31980
778, C Class,2019,Semi-Auto,4288,Diesel,1.6,0,0,0,1,1,0,0,0,30980
779, C Class,2019,Semi-Auto,1844,Diesel,2.0,0,0,0,1,1,0,0,0,35980
780, C Class,2019,Semi-Auto,16,Petrol,1.5,0,0,0,1,0,0,0,1,32980
781, C Class,2019,Automatic,9,Diesel,2.0,1,0,0,0,1,0,0,0,36980
782, C Class,2019,Semi-Auto,14694,Petrol,1.5,0,0,0,1,0,0,0,1,20980
783, C Class,2019,Semi-Auto,13137,Petrol,1.5,0,0,0,1,0,0,0,1,20980
784, C Class,2017,Manual,34692,Diesel,2.1,0,1,0,0,1,0,0,0,15980
785, C Class,2018,Semi-Auto,13199,Diesel,2.0,0,0,0,1,1,0,0,0,27980
786, C Class,2019,Semi-Auto,4616,Diesel,2.0,0,0,0,1,1,0,0,0,29980
787, C Class,2019,Semi-Auto,9227,Diesel,2.0,0,0,0,1,1,0,0,0,29980
788, C Class,2017,Semi-Auto,42294,Diesel,2.1,0,0,0,1,1,0,0,0,17280
789, C Class,2019,Semi-Auto,14742,Diesel,2.0,0,0,0,1,1,0,0,0,27980
790, C Class,2018,Semi-Auto,9830,Petrol,1.5,0,0,0,1,0,0,0,1,25480
791, C Class,2019,Semi-Auto,10368,Diesel,2.0,0,0,0,1,1,0,0,0,27000
792, C Class,2019,Semi-Auto,11412,Diesel,2.0,0,0,0,1,1,0,0,0,20980
793, C Class,2019,Semi-Auto,15057,Diesel,2.1,0,0,0,1,1,0,0,0,19980
794, C Class,2018,Semi-Auto,8228,Diesel,2.0,0,0,0,1,1,0,0,0,29480
795, C Class,2017,Semi-Auto,11018,Petrol,4.0,0,0,0,1,0,0,0,1,45480
796, C Class,2019,Semi-Auto,6784,Petrol,1.5,0,0,0,1,0,0,0,1,24980
797, C Class,2019,Semi-Auto,5453,Petrol,1.5,0,0,0,1,0,0,0,1,24980
798, C Class,2019,Semi-Auto,3341,Petrol,1.5,0,0,0,1,0,0,0,1,26500
799, C Class,2019,Semi-Auto,5207,Petrol,1.5,0,0,0,1,0,0,0,1,24000
800, C Class,2019,Semi-Auto,10939,Petrol,1.5,0,0,0,1,0,0,0,1,29500
801, C Class,2019,Semi-Auto,7255,Diesel,2.0,0,0,0,1,1,0,0,0,32980
802, C Class,2017,Automatic,15902,Diesel,2.1,1,0,0,0,1,0,0,0,23980
803, C Class,2019,Semi-Auto,16543,Petrol,2.0,0,0,0,1,0,0,0,1,28980
804, C Class,2019,Semi-Auto,13891,Petrol,1.5,0,0,0,1,0,0,0,1,19980
805, C Class,2019,Semi-Auto,14307,Petrol,1.5,0,0,0,1,0,0,0,1,19980
806, C Class,2019,Semi-Auto,9782,Diesel,2.0,0,0,0,1,1,0,0,0,29980
807, C Class,2019,Semi-Auto,6584,Petrol,1.5,0,0,0,1,0,0,0,1,26980
808, C Class,2019,Semi-Auto,13314,Diesel,2.0,0,0,0,1,1,0,0,0,24480
809, C Class,2019,Semi-Auto,11412,Petrol,1.5,0,0,0,1,0,0,0,1,25980
810, C Class,2019,Semi-Auto,5046,Petrol,1.5,0,0,0,1,0,0,0,1,26000
811, C Class,2019,Semi-Auto,14663,Petrol,1.5,0,0,0,1,0,0,0,1,23780
812, C Class,2019,Semi-Auto,13169,Petrol,1.5,0,0,0,1,0,0,0,1,25000
813, C Class,2019,Semi-Auto,3254,Diesel,2.0,0,0,0,1,1,0,0,0,30980
814, C Class,2019,Semi-Auto,6073,Diesel,2.0,0,0,0,1,1,0,0,0,29980
815, C Class,2019,Semi-Auto,9454,Diesel,2.0,0,0,0,1,1,0,0,0,29980
816, C Class,2020,Semi-Auto,3999,Petrol,4.0,0,0,0,1,0,0,0,1,65980
817, C Class,2019,Semi-Auto,10696,Petrol,1.5,0,0,0,1,0,0,0,1,28980
818, C Class,2019,Semi-Auto,3456,Petrol,4.0,0,0,0,1,0,0,0,1,67980
819, C Class,2019,Semi-Auto,9,Petrol,1.5,0,0,0,1,0,0,0,1,31980
820, C Class,2019,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,30980
821, C Class,2020,Semi-Auto,3999,Diesel,2.0,0,0,0,1,1,0,0,0,30980
822, C Class,2019,Semi-Auto,11064,Diesel,2.0,0,0,0,1,1,0,0,0,29480
823, C Class,2015,Semi-Auto,41349,Diesel,2.1,0,0,0,1,1,0,0,0,16480
824, C Class,2019,Semi-Auto,8999,Petrol,1.5,0,0,0,1,0,0,0,1,25980
825, C Class,2014,Semi-Auto,33896,Diesel,2.1,0,0,0,1,1,0,0,0,15894
826, C Class,2015,Automatic,37200,Diesel,2.1,1,0,0,0,1,0,0,0,15495
827, C Class,2019,Semi-Auto,26075,Petrol,1.5,0,0,0,1,0,0,0,1,28780
828, C Class,2016,Semi-Auto,25996,Diesel,2.1,0,0,0,1,1,0,0,0,18480
829, C Class,2019,Semi-Auto,13214,Petrol,1.5,0,0,0,1,0,0,0,1,25980
830, C Class,2019,Semi-Auto,7721,Petrol,1.5,0,0,0,1,0,0,0,1,26980
831, C Class,2019,Semi-Auto,13012,Petrol,1.5,0,0,0,1,0,0,0,1,25980
832, C Class,2018,Semi-Auto,8024,Diesel,2.1,0,0,0,1,1,0,0,0,21980
833, C Class,2019,Semi-Auto,7524,Diesel,2.0,0,0,0,1,1,0,0,0,31480
834, C Class,2018,Semi-Auto,7470,Diesel,2.0,0,0,0,1,1,0,0,0,22680
835, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,33980
836, C Class,2019,Semi-Auto,4504,Petrol,3.0,0,0,0,1,0,0,0,1,45980
837, C Class,2019,Semi-Auto,2010,Petrol,3.0,0,0,0,1,0,0,0,1,45980
838, C Class,2019,Semi-Auto,15933,Petrol,1.5,0,0,0,1,0,0,0,1,20980
839, C Class,2019,Semi-Auto,13539,Diesel,2.0,0,0,0,1,1,0,0,0,24780
840, C Class,2019,Semi-Auto,10340,Diesel,2.0,0,0,0,1,1,0,0,0,26780
841, C Class,2019,Semi-Auto,14620,Petrol,1.5,0,0,0,1,0,0,0,1,20480
842, C Class,2019,Semi-Auto,12016,Petrol,1.5,0,0,0,1,0,0,0,1,25480
843, C Class,2015,Manual,43927,Diesel,2.1,0,1,0,0,1,0,0,0,14000
844, C Class,2019,Semi-Auto,12285,Petrol,1.5,0,0,0,1,0,0,0,1,25980
845, C Class,2019,Semi-Auto,14208,Petrol,1.5,0,0,0,1,0,0,0,1,20980
846, C Class,2019,Semi-Auto,2617,Petrol,3.0,0,0,0,1,0,0,0,1,45980
847, C Class,2020,Semi-Auto,3999,Petrol,3.0,0,0,0,1,0,0,0,1,38980
848, C Class,2019,Semi-Auto,8072,Diesel,2.0,0,0,0,1,1,0,0,0,26980
849, C Class,2019,Semi-Auto,6459,Petrol,1.5,0,0,0,1,0,0,0,1,20480
850, C Class,2019,Semi-Auto,7460,Diesel,2.0,0,0,0,1,1,0,0,0,27980
851, C Class,2019,Semi-Auto,7494,Diesel,2.0,0,0,0,1,1,0,0,0,29480
852, C Class,2019,Semi-Auto,3999,Diesel,1.6,0,0,0,1,1,0,0,0,29480
853, C Class,2019,Semi-Auto,3689,Diesel,1.6,0,0,0,1,1,0,0,0,27000
854, C Class,2020,Semi-Auto,9,Diesel,2.0,0,0,0,1,1,0,0,0,32980
855, C Class,2019,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,36980
856, C Class,2019,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,36980
857, C Class,2016,Semi-Auto,31246,Diesel,2.1,0,0,0,1,1,0,0,0,20780
858, C Class,2019,Semi-Auto,4957,Diesel,2.0,0,0,0,1,1,0,0,0,30980
859, C Class,2016,Semi-Auto,14996,Diesel,2.1,0,0,0,1,1,0,0,0,18480
860, C Class,2016,Manual,36069,Diesel,2.1,0,1,0,0,1,0,0,0,15480
861, C Class,2017,Automatic,19500,Diesel,2.1,1,0,0,0,1,0,0,0,24995
862, C Class,2017,Semi-Auto,14120,Diesel,2.1,0,0,0,1,1,0,0,0,23995
863, C Class,2017,Automatic,12028,Diesel,2.1,1,0,0,0,1,0,0,0,22495
864, C Class,2016,Semi-Auto,17410,Diesel,2.1,0,0,0,1,1,0,0,0,20500
865, C Class,2015,Semi-Auto,30380,Diesel,2.1,0,0,0,1,1,0,0,0,14440
866, C Class,2019,Semi-Auto,11395,Petrol,1.5,0,0,0,1,0,0,0,1,25980
867, C Class,2019,Semi-Auto,5937,Petrol,1.5,0,0,0,1,0,0,0,1,29000
868, C Class,2019,Semi-Auto,11253,Diesel,2.0,0,0,0,1,1,0,0,0,28480
869, C Class,2018,Semi-Auto,10514,Petrol,1.5,0,0,0,1,0,0,0,1,22500
870, C Class,2018,Semi-Auto,12234,Diesel,2.0,0,0,0,1,1,0,0,0,27500
871, C Class,2019,Semi-Auto,13645,Diesel,2.0,0,0,0,1,1,0,0,0,20980
872, C Class,2019,Semi-Auto,6539,Petrol,1.5,0,0,0,1,0,0,0,1,24980
873, C Class,2019,Semi-Auto,6206,Petrol,1.5,0,0,0,1,0,0,0,1,25980
874, C Class,2019,Semi-Auto,2584,Petrol,2.0,0,0,0,1,0,0,0,1,28480
875, C Class,2016,Semi-Auto,6043,Diesel,1.6,0,0,0,1,1,0,0,0,17998
876, C Class,2016,Semi-Auto,13115,Hybrid,2.0,0,0,0,1,0,1,0,0,19698
877, C Class,2016,Automatic,26372,Hybrid,2.0,1,0,0,0,0,1,0,0,18998
878, C Class,2017,Semi-Auto,23771,Diesel,2.1,0,0,0,1,1,0,0,0,18998
879, C Class,2016,Manual,83786,Diesel,1.6,0,1,0,0,1,0,0,0,10998
880, C Class,2017,Semi-Auto,48404,Hybrid,2.0,0,0,0,1,0,1,0,0,18498
881, C Class,2016,Semi-Auto,86965,Hybrid,2.0,0,0,0,1,0,1,0,0,13698
882, C Class,2017,Manual,59038,Diesel,2.1,0,1,0,0,1,0,0,0,14698
883, C Class,2016,Manual,32174,Diesel,2.1,0,1,0,0,1,0,0,0,13498
884, C Class,2019,Semi-Auto,4363,Petrol,1.5,0,0,0,1,0,0,0,1,24980
885, C Class,2019,Semi-Auto,9109,Diesel,2.0,0,0,0,1,1,0,0,0,29980
886, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,30480
887, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,30480
888, C Class,2019,Semi-Auto,249,Diesel,2.0,0,0,0,1,1,0,0,0,30480
889, C Class,2019,Semi-Auto,13,Diesel,2.0,0,0,0,1,1,0,0,0,31000
890, C Class,2014,Semi-Auto,61616,Diesel,2.1,0,0,0,1,1,0,0,0,11133
891, C Class,2017,Semi-Auto,37730,Diesel,2.1,0,0,0,1,1,0,0,0,18990
892, C Class,2017,Semi-Auto,19750,Diesel,2.1,0,0,0,1,1,0,0,0,20995
893, C Class,2017,Semi-Auto,24347,Petrol,4.0,0,0,0,1,0,0,0,1,46995
894, C Class,2019,Semi-Auto,4500,Diesel,2.0,0,0,0,1,1,0,0,0,32995
895, C Class,2017,Semi-Auto,17442,Diesel,2.1,0,0,0,1,1,0,0,0,21495
896, C Class,2015,Semi-Auto,33425,Diesel,2.1,0,0,0,1,1,0,0,0,17495
897, C Class,2019,Semi-Auto,700,Petrol,4.0,0,0,0,1,0,0,0,1,67495
898, C Class,2017,Semi-Auto,40202,Diesel,2.1,0,0,0,1,1,0,0,0,17850
899, C Class,2016,Automatic,35620,Petrol,2.0,1,0,0,0,0,0,0,1,19170
900, C Class,2013,Semi-Auto,43442,Petrol,6.2,0,0,0,1,0,0,0,1,23000
901, C Class,2015,Semi-Auto,44458,Diesel,2.1,0,0,0,1,1,0,0,0,14850
902, C Class,2019,Semi-Auto,14006,Petrol,1.5,0,0,0,1,0,0,0,1,18998
903, C Class,2017,Semi-Auto,46889,Hybrid,2.0,0,0,0,1,0,1,0,0,19498
904, C Class,2016,Manual,21443,Diesel,1.6,0,1,0,0,1,0,0,0,14057
905, C Class,2017,Automatic,4495,Petrol,2.0,1,0,0,0,0,0,0,1,27995
906, C Class,2017,Automatic,14776,Petrol,2.0,1,0,0,0,0,0,0,1,24750
907, C Class,2015,Automatic,79950,Hybrid,2.1,1,0,0,0,0,1,0,0,13260
908, C Class,2018,Semi-Auto,19650,Petrol,2.0,0,0,0,1,0,0,0,1,20990
909, C Class,2018,Automatic,30460,Diesel,2.1,1,0,0,0,1,0,0,0,18450
910, C Class,2015,Automatic,20720,Diesel,2.1,1,0,0,0,1,0,0,0,17250
911, C Class,2015,Automatic,14750,Diesel,2.1,1,0,0,0,1,0,0,0,18610
912, C Class,2016,Semi-Auto,25250,Hybrid,2.0,0,0,0,1,0,1,0,0,18790
913, C Class,2017,Semi-Auto,27420,Diesel,1.6,0,0,0,1,1,0,0,0,17300
914, C Class,2015,Semi-Auto,29817,Diesel,2.1,0,0,0,1,1,0,0,0,18498
915, C Class,2015,Semi-Auto,59925,Hybrid,2.0,0,0,0,1,0,1,0,0,15298
916, C Class,2016,Automatic,27036,Hybrid,2.0,1,0,0,0,0,1,0,0,17400
917, C Class,2015,Semi-Auto,39195,Hybrid,2.1,0,0,0,1,0,1,0,0,15999
918, C Class,2019,Semi-Auto,5196,Diesel,2.0,0,0,0,1,1,0,0,0,28995
919, C Class,2020,Semi-Auto,4999,Petrol,3.0,0,0,0,1,0,0,0,1,41999
920, C Class,2019,Automatic,499,Petrol,1.5,1,0,0,0,0,0,0,1,36999
921, C Class,2019,Automatic,4999,Petrol,1.6,1,0,0,0,0,0,0,1,30500
922, C Class,2018,Semi-Auto,13800,Diesel,2.1,0,0,0,1,1,0,0,0,21160
923, C Class,2019,Semi-Auto,4680,Petrol,1.5,0,0,0,1,0,0,0,1,26789
924, C Class,2014,Automatic,10,Diesel,2.1,1,0,0,0,1,0,0,0,20495
925, C Class,2016,Semi-Auto,33977,Petrol,3.0,0,0,0,1,0,0,0,1,29995
926, C Class,2017,Semi-Auto,30807,Diesel,2.1,0,0,0,1,1,0,0,0,16495
927, C Class,2017,Semi-Auto,30256,Diesel,2.1,0,0,0,1,1,0,0,0,16995
928, C Class,2019,Semi-Auto,9293,Petrol,3.0,0,0,0,1,0,0,0,1,39995
929, C Class,2020,Semi-Auto,250,Petrol,2.0,0,0,0,1,0,0,0,1,44995
930, C Class,2017,Automatic,33867,Diesel,2.1,1,0,0,0,1,0,0,0,23995
931, C Class,2015,Manual,18766,Petrol,2.0,0,1,0,0,0,0,0,1,12999
932, C Class,2014,Semi-Auto,43793,Petrol,2.0,0,0,0,1,0,0,0,1,13390
933, C Class,2017,Semi-Auto,8552,Petrol,2.0,0,0,0,1,0,0,0,1,18299
934, C Class,2014,Semi-Auto,71892,Diesel,2.1,0,0,0,1,1,0,0,0,11000
935, C Class,2015,Automatic,27080,Diesel,2.1,1,0,0,0,1,0,0,0,16617
936, C Class,2018,Semi-Auto,22318,Diesel,2.1,0,0,0,1,1,0,0,0,22201
937, C Class,2016,Automatic,25448,Petrol,2.0,1,0,0,0,0,0,0,1,16999
938, C Class,2018,Semi-Auto,17000,Diesel,2.1,0,0,0,1,1,0,0,0,23299
939, C Class,2019,Automatic,2206,Diesel,2.0,1,0,0,0,1,0,0,0,31499
940, C Class,2019,Automatic,4951,Diesel,2.0,1,0,0,0,1,0,0,0,29950
941, C Class,2019,Automatic,999,Petrol,1.5,1,0,0,0,0,0,0,1,31799
942, C Class,2014,Automatic,40997,Diesel,2.1,1,0,0,0,1,0,0,0,15990
943, C Class,2018,Automatic,24863,Petrol,2.0,1,0,0,0,0,0,0,1,18999
944, C Class,2018,Semi-Auto,14389,Diesel,2.1,0,0,0,1,1,0,0,0,22595
945, C Class,2014,Semi-Auto,79216,Diesel,2.1,0,0,0,1,1,0,0,0,10290
946, C Class,2015,Semi-Auto,58724,Diesel,2.1,0,0,0,1,1,0,0,0,10700
947, C Class,2018,Semi-Auto,8194,Diesel,2.0,0,0,0,1,1,0,0,0,23890
948, C Class,2017,Automatic,20179,Diesel,2.1,1,0,0,0,1,0,0,0,18481
949, C Class,2013,Semi-Auto,91046,Diesel,2.1,0,0,0,1,1,0,0,0,8751
950, C Class,2015,Manual,42918,Petrol,2.0,0,1,0,0,0,0,0,1,11500
951, C Class,2017,Automatic,32688,Petrol,2.0,1,0,0,0,0,0,0,1,23999
952, C Class,2019,Semi-Auto,6155,Diesel,2.0,0,0,0,1,1,0,0,0,26999
953, C Class,2015,Manual,42785,Diesel,2.1,0,1,0,0,1,0,0,0,14999
954, C Class,2017,Semi-Auto,30968,Petrol,3.0,0,0,0,1,0,0,0,1,33499
955, C Class,2017,Semi-Auto,9453,Diesel,2.1,0,0,0,1,1,0,0,0,19999
956, C Class,2017,Automatic,40355,Petrol,2.0,1,0,0,0,0,0,0,1,20799
957, C Class,2019,Automatic,999,Diesel,2.0,1,0,0,0,1,0,0,0,31999
958, C Class,2019,Automatic,999,Diesel,2.0,1,0,0,0,1,0,0,0,31995
959, C Class,2019,Automatic,8439,Diesel,2.0,1,0,0,0,1,0,0,0,28880
960, C Class,2017,Semi-Auto,36368,Diesel,2.1,0,0,0,1,1,0,0,0,15450
961, C Class,2019,Automatic,13071,Petrol,1.5,1,0,0,0,0,0,0,1,19995
962, C Class,2019,Semi-Auto,6805,Petrol,2.0,0,0,0,1,0,0,0,1,31799
963, C Class,2019,Semi-Auto,15312,Diesel,2.0,0,0,0,1,1,0,0,0,23295
964, C Class,2017,Automatic,39413,Diesel,2.1,1,0,0,0,1,0,0,0,18358
965, C Class,2019,Automatic,2900,Diesel,2.0,1,0,0,0,1,0,0,0,31009
966, C Class,2019,Automatic,1664,Diesel,2.0,1,0,0,0,1,0,0,0,29903
967, C Class,2019,Semi-Auto,4374,Petrol,1.5,0,0,0,1,0,0,0,1,22995
968, C Class,2019,Automatic,2065,Diesel,2.0,1,0,0,0,1,0,0,0,30845
969, C Class,2019,Automatic,168,Petrol,3.0,1,0,0,0,0,0,0,1,46755
970, C Class,2019,Automatic,1550,Diesel,2.0,1,0,0,0,1,0,0,0,30675
971, C Class,2016,Semi-Auto,43559,Diesel,2.1,0,0,0,1,1,0,0,0,16215
972, C Class,2019,Semi-Auto,14203,Petrol,1.5,0,0,0,1,0,0,0,1,19394
973, C Class,2016,Semi-Auto,18998,Petrol,2.0,0,0,0,1,0,0,0,1,21995
974, C Class,2017,Semi-Auto,32000,Diesel,2.1,0,0,0,1,1,0,0,0,19545
975, C Class,2017,Semi-Auto,30000,Diesel,1.6,0,0,0,1,1,0,0,0,18750
976, C Class,2017,Semi-Auto,14800,Diesel,2.1,0,0,0,1,1,0,0,0,20995
977, C Class,2015,Manual,15000,Diesel,2.1,0,1,0,0,1,0,0,0,16995
978, C Class,2017,Semi-Auto,23479,Petrol,2.0,0,0,0,1,0,0,0,1,23890
979, C Class,2016,Automatic,36077,Diesel,2.1,1,0,0,0,1,0,0,0,18249
980, C Class,2017,Semi-Auto,30200,Diesel,2.1,0,0,0,1,1,0,0,0,22479
981, C Class,2019,Automatic,11135,Petrol,1.5,1,0,0,0,0,0,0,1,23825
982, C Class,2017,Semi-Auto,69791,Hybrid,2.1,0,0,0,1,0,1,0,0,17973
983, C Class,2016,Semi-Auto,28500,Diesel,2.1,0,0,0,1,1,0,0,0,16991
984, C Class,2019,Semi-Auto,2055,Petrol,3.0,0,0,0,1,0,0,0,1,38596
985, C Class,2019,Automatic,12585,Diesel,2.0,1,0,0,0,1,0,0,0,28382
986, C Class,2019,Automatic,14923,Diesel,2.0,1,0,0,0,1,0,0,0,24626
987, C Class,2019,Automatic,5044,Diesel,2.0,1,0,0,0,1,0,0,0,28896
988, C Class,2018,Automatic,4368,Petrol,1.5,1,0,0,0,0,0,0,1,23500
989, C Class,2019,Automatic,12725,Petrol,1.5,1,0,0,0,0,0,0,1,26995
990, C Class,2018,Automatic,15922,Diesel,2.1,1,0,0,0,1,0,0,0,21500
991, C Class,2018,Automatic,14788,Petrol,1.5,1,0,0,0,0,0,0,1,24750
992, C Class,2019,Automatic,7546,Petrol,2.0,1,0,0,0,0,0,0,1,31650
993, C Class,2017,Automatic,15500,Diesel,2.1,1,0,0,0,1,0,0,0,17750
994, C Class,2016,Semi-Auto,17560,Petrol,2.0,0,0,0,1,0,0,0,1,19995
995, C Class,2019,Automatic,6902,Petrol,1.5,1,0,0,0,0,0,0,1,26500
996, C Class,2017,Automatic,38545,Petrol,3.0,1,0,0,0,0,0,0,1,31692
997, C Class,2016,Semi-Auto,26673,Diesel,2.1,0,0,0,1,1,0,0,0,22999
998, C Class,2018,Semi-Auto,11209,Diesel,2.0,0,0,0,1,1,0,0,0,26995
999, C Class,2017,Automatic,20362,Diesel,2.1,1,0,0,0,1,0,0,0,22995
1000, C Class,2017,Automatic,14952,Petrol,2.0,1,0,0,0,0,0,0,1,23995
1001, C Class,2017,Semi-Auto,12505,Diesel,2.1,0,0,0,1,1,0,0,0,20495
1002, C Class,2016,Semi-Auto,28304,Diesel,1.6,0,0,0,1,1,0,0,0,16495
1003, C Class,2017,Semi-Auto,13400,Petrol,2.0,0,0,0,1,0,0,0,1,20495
1004, C Class,2019,Automatic,5999,Petrol,2.0,1,0,0,0,0,0,0,1,31276
1005, C Class,2018,Automatic,11847,Diesel,2.0,1,0,0,0,1,0,0,0,27832
1006, C Class,2017,Automatic,67665,Diesel,2.1,1,0,0,0,1,0,0,0,16202
1007, C Class,2017,Automatic,58687,Diesel,2.1,1,0,0,0,1,0,0,0,16442
1008, C Class,2019,Automatic,4216,Petrol,2.0,1,0,0,0,0,0,0,1,31650
1009, C Class,2016,Automatic,15664,Petrol,2.0,1,0,0,0,0,0,0,1,21750
1010, C Class,2013,Semi-Auto,47334,Diesel,2.1,0,0,0,1,1,0,0,0,8991
1011, C Class,2017,Semi-Auto,32434,Diesel,2.1,0,0,0,1,1,0,0,0,16491
1012, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,25695
1013, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,29999
1014, C Class,2018,Automatic,16132,Diesel,2.0,1,0,0,0,1,0,0,0,26690
1015, C Class,2019,Automatic,13275,Diesel,2.0,1,0,0,0,1,0,0,0,25990
1016, C Class,2015,Semi-Auto,44012,Diesel,2.1,0,0,0,1,1,0,0,0,15849
1017, C Class,2016,Semi-Auto,18246,Petrol,2.0,0,0,0,1,0,0,0,1,17999
1018, C Class,2018,Semi-Auto,11468,Petrol,2.0,0,0,0,1,0,0,0,1,19998
1019, C Class,2015,Automatic,43120,Diesel,2.1,1,0,0,0,1,0,0,0,15990
1020, C Class,2018,Semi-Auto,31639,Diesel,2.0,0,0,0,1,1,0,0,0,21960
1021, C Class,2016,Automatic,21821,Diesel,2.1,1,0,0,0,1,0,0,0,16960
1022, C Class,2015,Semi-Auto,49910,Diesel,2.1,0,0,0,1,1,0,0,0,17441
1023, C Class,2017,Semi-Auto,13500,Petrol,3.0,0,0,0,1,0,0,0,1,31741
1024, C Class,2013,Semi-Auto,66419,Petrol,1.6,0,0,0,1,0,0,0,1,9991
1025, C Class,2019,Semi-Auto,13852,Diesel,2.0,0,0,0,1,1,0,0,0,25122
1026, C Class,2017,Automatic,36047,Diesel,2.1,1,0,0,0,1,0,0,0,19762
1027, C Class,2018,Automatic,26723,Diesel,2.1,1,0,0,0,1,0,0,0,23456
1028, C Class,2019,Automatic,237,Petrol,4.0,1,0,0,0,0,0,0,1,67940
1029, C Class,2017,Automatic,15958,Petrol,3.0,1,0,0,0,0,0,0,1,27526
1030, C Class,2015,Semi-Auto,46522,Diesel,1.6,0,0,0,1,1,0,0,0,16122
1031, C Class,2019,Automatic,7226,Diesel,2.0,1,0,0,0,1,0,0,0,41870
1032, C Class,2016,Semi-Auto,9443,Petrol,2.0,0,0,0,1,0,0,0,1,22991
1033, C Class,2017,Automatic,25048,Petrol,3.0,1,0,0,0,0,0,0,1,28672
1034, C Class,2015,Semi-Auto,46500,Diesel,2.1,0,0,0,1,1,0,0,0,12980
1035, C Class,2017,Semi-Auto,26675,Diesel,2.1,0,0,0,1,1,0,0,0,20990
1036, C Class,2018,Automatic,11387,Diesel,2.0,1,0,0,0,1,0,0,0,23990
1037, C Class,2019,Automatic,15257,Petrol,1.5,1,0,0,0,0,0,0,1,23990
1038, C Class,2019,Automatic,14271,Petrol,1.5,1,0,0,0,0,0,0,1,23990
1039, C Class,2019,Automatic,4693,Petrol,1.5,1,0,0,0,0,0,0,1,23290
1040, C Class,2018,Automatic,12220,Petrol,1.5,1,0,0,0,0,0,0,1,23990
1041, C Class,2019,Semi-Auto,17743,Diesel,2.0,0,0,0,1,1,0,0,0,28990
1042, C Class,2018,Automatic,8400,Diesel,2.0,1,0,0,0,1,0,0,0,27990
1043, C Class,2019,Semi-Auto,12043,Diesel,2.0,0,0,0,1,1,0,0,0,26990
1044, C Class,2018,Automatic,12298,Petrol,1.5,1,0,0,0,0,0,0,1,25990
1045, C Class,2019,Automatic,12986,Diesel,2.0,1,0,0,0,1,0,0,0,29990
1046, C Class,2016,Semi-Auto,51300,Diesel,2.1,0,0,0,1,1,0,0,0,17990
1047, C Class,2017,Semi-Auto,19627,Petrol,2.0,0,0,0,1,0,0,0,1,17990
1048, C Class,2017,Automatic,23183,Diesel,2.1,1,0,0,0,1,0,0,0,23290
1049, C Class,2017,Automatic,34587,Diesel,2.1,1,0,0,0,1,0,0,0,22290
1050, C Class,2013,Manual,39187,Petrol,1.6,0,1,0,0,0,0,0,1,9991
1051, C Class,2016,Automatic,29446,Petrol,2.0,1,0,0,0,0,0,0,1,17991
1052, C Class,2018,Automatic,13558,Petrol,1.5,1,0,0,0,0,0,0,1,22032
1053, C Class,2018,Semi-Auto,10025,Petrol,2.0,0,0,0,1,0,0,0,1,28342
